state_representative_district,district_num,party,voter_classification,reg_total,reg_party,candidate,gen_total,gen_party,gen_vote_pct,gen_winning_party,gen_margin,gen_margin_category,gen_competitive,prim_voters,prim_margin,prim_margin_category
State Representative District 072,72,Other,None-of-the-Above,22790,52,NA,16114,NA,NA,Rep,0.06590542385503284,5-10%,TRUE,NA,NA,NA
State Representative District 073,73,Dem,Unneeded,23952,7446,Elizabeth Wilson,12787,12213,0.9551106592633143,Dem,0.9102213185266286,Uncontested,FALSE,305,1,Uncontested
State Representative District 073,73,Rep,Outnumbered,23952,7490,NA,12787,NA,NA,Dem,0.9102213185266286,Uncontested,FALSE,40,NA,No Candidates
State Representative District 073,73,No Party,Excluded,23952,8793,NA,12787,NA,NA,Dem,0.9102213185266286,Uncontested,FALSE,NA,NA,NA
State Representative District 073,73,Lib,Excluded,23952,193,NA,12787,NA,NA,Dem,0.9102213185266286,Uncontested,FALSE,1,NA,No Candidates
State Representative District 073,73,Other,Excluded,23952,30,NA,12787,NA,NA,Dem,0.9102213185266286,Uncontested,FALSE,NA,NA,NA
State Representative District 074,74,Dem,Unneeded,22441,8203,Eric Gjerde,11795,11368,0.9637982195845697,Dem,0.9275964391691394,Uncontested,FALSE,387,0.9948320413436693,Uncontested
State Representative District 074,74,Rep,Outnumbered,22441,5790,NA,11795,NA,NA,Dem,0.9275964391691394,Uncontested,FALSE,35,NA,No Candidates
State Representative District 074,74,No Party,Excluded,22441,8169,NA,11795,NA,NA,Dem,0.9275964391691394,Uncontested,FALSE,NA,NA,NA
State Representative District 074,74,Lib,Excluded,22441,228,NA,11795,NA,NA,Dem,0.9275964391691394,Uncontested,FALSE,1,NA,No Candidates
State Representative District 074,74,Other,Excluded,22441,51,NA,11795,NA,NA,Dem,0.9275964391691394,Uncontested,FALSE,NA,NA,NA
State Representative District 075,75,Dem,Unneeded,21947,7648,Bob Kressig,11800,11529,0.9770338983050847,Dem,0.9540677966101694,Uncontested,FALSE,824,0.9878640776699028,Uncontested
State Representative District 075,75,Rep,Outnumbered,21947,6325,NA,11800,NA,NA,Dem,0.9540677966101694,Uncontested,FALSE,35,NA,No Candidates
State Representative District 075,75,No Party,Excluded,21947,7738,NA,11800,NA,NA,Dem,0.9540677966101694,Uncontested,FALSE,NA,NA,NA
State Representative District 075,75,Lib,Excluded,21947,188,NA,11800,NA,NA,Dem,0.9540677966101694,Uncontested,FALSE,0,NA,No Candidates
State Representative District 075,75,Other,Excluded,21947,48,NA,11800,NA,NA,Dem,0.9540677966101694,Uncontested,FALSE,NA,NA,NA
State Representative District 076,76,Dem,Outnumbered,23342,6276,Jarred Johnston,17128,6762,0.3947921531994395,Rep,0.20930639887902847,20% or more,FALSE,501,0.996007984031936,Uncontested
State Representative District 076,76,Rep,Unneeded,23342,8379,Derek Wulf,17128,10347,0.604098552078468,Rep,0.20930639887902847,20% or more,FALSE,1291,0.9814097598760652,Uncontested
State Representative District 076,76,No Party,Excluded,23342,8464,NA,17128,NA,NA,Rep,0.20930639887902847,20% or more,FALSE,NA,NA,NA
State Representative District 076,76,Lib,Excluded,23342,173,NA,17128,NA,NA,Rep,0.20930639887902847,20% or more,FALSE,1,NA,No Candidates
State Representative District 076,76,Other,Excluded,23342,50,NA,17128,NA,NA,Rep,0.20930639887902847,20% or more,FALSE,NA,NA,NA
State Representative District 077,77,Dem,Unneeded,20169,7496,Jeff Cooling,9853,9523,0.9665076626408201,Dem,0.9330153252816402,Uncontested,FALSE,250,0.992,Uncontested
State Representative District 077,77,Rep,Outnumbered,20169,4556,NA,9853,NA,NA,Dem,0.9330153252816402,Uncontested,FALSE,14,NA,No Candidates
State Representative District 077,77,No Party,Excluded,20169,7832,NA,9853,NA,NA,Dem,0.9330153252816402,Uncontested,FALSE,NA,NA,NA
State Representative District 077,77,Lib,Excluded,20169,209,NA,9853,NA,NA,Dem,0.9330153252816402,Uncontested,FALSE,1,NA,No Candidates
State Representative District 077,77,Other,Excluded,20169,76,NA,9853,NA,NA,Dem,0.9330153252816402,Uncontested,FALSE,NA,NA,NA
State Representative District 078,78,Dem,Unneeded,21684,9760,Sami Scheetz,11168,10803,0.967317335243553,Dem,0.934634670487106,Uncontested,FALSE,406,0.9704433497536946,Uncontested
State Representative District 078,78,Rep,Outnumbered,21684,4280,NA,11168,NA,NA,Dem,0.934634670487106,Uncontested,FALSE,37,NA,No Candidates
State Representative District 078,78,No Party,Excluded,21684,7324,NA,11168,NA,NA,Dem,0.934634670487106,Uncontested,FALSE,NA,NA,NA
State Representative District 078,78,Lib,Excluded,21684,233,NA,11168,NA,NA,Dem,0.934634670487106,Uncontested,FALSE,3,NA,No Candidates
State Representative District 078,78,Other,Excluded,21684,87,NA,11168,NA,NA,Dem,0.934634670487106,Uncontested,FALSE,NA,NA,NA
State Representative District 079,79,Dem,Unneeded,21662,8385,Tracy Ehlert,15188,9222,0.6071898867526995,Dem,0.21563076112720564,20% or more,FALSE,386,1,Uncontested
State Representative District 079,79,Rep,Outnumbered,21662,5011,Barclay Woerner,15188,5947,0.39155912562549383,Dem,0.21563076112720564,20% or more,FALSE,23,NA,No Candidates
State Representative District 079,79,No Party,Excluded,21662,8012,NA,15188,NA,NA,Dem,0.21563076112720564,20% or more,FALSE,NA,NA,NA
State Representative District 079,79,Lib,Excluded,21662,200,NA,15188,NA,NA,Dem,0.21563076112720564,20% or more,FALSE,0,NA,No Candidates
State Representative District 079,79,Other,Excluded,21662,54,NA,15188,NA,NA,Dem,0.21563076112720564,20% or more,FALSE,NA,NA,NA
State Representative District 080,80,Dem,Meaningful (General),23556,7881,Aime J. Wichtendahl,17329,9070,0.5234000807894281,Dem,0.047781176063246555,Less than 5%,TRUE,387,0.979328165374677,Uncontested
State Representative District 080,80,Rep,Meaningful (General),23556,7101,John Thompson,17329,8242,0.47561890472618157,Dem,0.047781176063246555,Less than 5%,TRUE,417,0.9664268585131894,Uncontested
State Representative District 080,80,No Party,None-of-the-Above,23556,8304,NA,17329,NA,NA,Dem,0.047781176063246555,Less than 5%,TRUE,NA,NA,NA
State Representative District 080,80,Lib,None-of-the-Above,23556,199,NA,17329,NA,NA,Dem,0.047781176063246555,Less than 5%,TRUE,1,NA,No Candidates
State Representative District 080,80,Other,None-of-the-Above,23556,71,NA,17329,NA,NA,Dem,0.047781176063246555,Less than 5%,TRUE,NA,NA,NA
State Representative District 081,81,Dem,Unneeded,23318,7690,Daniel Gosa,10382,9806,0.9445193604315161,Dem,0.8890387208630322,Uncontested,FALSE,479,0.9832985386221293,Uncontested
State Representative District 081,81,Rep,Outnumbered,23318,5990,NA,10382,NA,NA,Dem,0.8890387208630322,Uncontested,FALSE,58,NA,No Candidates
State Representative District 081,81,No Party,Excluded,23318,9399,NA,10382,NA,NA,Dem,0.8890387208630322,Uncontested,FALSE,NA,NA,NA
State Representative District 081,81,Lib,Excluded,23318,190,NA,10382,NA,NA,Dem,0.8890387208630322,Uncontested,FALSE,3,NA,No Candidates
State Representative District 081,81,Other,Excluded,23318,49,NA,10382,NA,NA,Dem,0.8890387208630322,Uncontested,FALSE,NA,NA,NA
State Representative District 082,82,Dem,Outnumbered,22556,5467,Phil Wiese,17037,6716,0.3942008569583847,Rep,0.21107002406526976,20% or more,FALSE,17,NA,No Candidates
State Representative District 082,82,Rep,Unneeded,22556,8296,Bobby Kaufmann,17037,10312,0.6052708810236545,Rep,0.21107002406526976,20% or more,FALSE,1326,0.9758672699849171,Uncontested
State Representative District 082,82,No Party,Excluded,22556,8607,NA,17037,NA,NA,Rep,0.21107002406526976,20% or more,FALSE,NA,NA,NA
State Representative District 082,82,Lib,Excluded,22556,142,NA,17037,NA,NA,Rep,0.21107002406526976,20% or more,FALSE,0,NA,No Candidates
State Representative District 082,82,Other,Excluded,22556,44,NA,17037,NA,NA,Rep,0.21107002406526976,20% or more,FALSE,NA,NA,NA
State Representative District 083,83,Dem,Outnumbered,25093,7316,Kent McNally,19282,7947,0.41214604294160356,Rep,0.17498184835597969,15-20%,FALSE,309,0.9805825242718447,Uncontested
State Representative District 083,83,Rep,Unneeded,25093,8387,Cindy Golding,19282,11321,0.5871278912975832,Rep,0.17498184835597969,15-20%,FALSE,412,0.9757281553398058,Uncontested
State Representative District 083,83,No Party,Excluded,25093,9169,NA,19282,NA,NA,Rep,0.17498184835597969,15-20%,FALSE,NA,NA,NA
State Representative District 083,83,Lib,Excluded,25093,200,NA,19282,NA,NA,Rep,0.17498184835597969,15-20%,FALSE,1,NA,No Candidates
State Representative District 083,83,Other,Excluded,25093,21,NA,19282,NA,NA,Rep,0.17498184835597969,15-20%,FALSE,NA,NA,NA
State Representative District 084,84,Dem,Outnumbered,23434,5146,NA,16021,NA,NA,Rep,0.46326696211222773,20% or more,FALSE,31,NA,No Candidates
State Representative District 084,84,Rep,Unneeded,23434,8844,Thomas Gerhold,16021,11672,0.7285437862805069,Rep,0.46326696211222773,20% or more,FALSE,1816,0.9812775330396475,Uncontested
State Representative District 084,84,No Party,Excluded,23434,9249,NA,16021,NA,NA,Rep,0.46326696211222773,20% or more,FALSE,NA,NA,NA
State Representative District 084,84,Lib,Excluded,23434,164,Ashley Meredith,16021,4250,0.26527682416827914,Rep,0.46326696211222773,20% or more,FALSE,20,1,Uncontested
State Representative District 084,84,Other,Excluded,23434,31,NA,16021,NA,NA,Rep,0.46326696211222773,20% or more,FALSE,NA,NA,NA
State Representative District 085,85,Dem,Unneeded,24526,10096,Amy Nielsen,14120,13794,0.9769121813031162,Dem,0.9538243626062324,Uncontested,FALSE,1032,0.9786821705426356,Uncontested
State Representative District 085,85,Rep,Outnumbered,24526,5335,NA,14120,NA,NA,Dem,0.9538243626062324,Uncontested,FALSE,28,NA,No Candidates
State Representative District 085,85,No Party,Excluded,24526,8851,NA,14120,NA,NA,Dem,0.9538243626062324,Uncontested,FALSE,NA,NA,NA
State Representative District 085,85,Lib,Excluded,24526,201,NA,14120,NA,NA,Dem,0.9538243626062324,Uncontested,FALSE,4,NA,No Candidates
State Representative District 085,85,Other,Excluded,24526,43,NA,14120,NA,NA,Dem,0.9538243626062324,Uncontested,FALSE,NA,NA,NA
State Representative District 086,86,Dem,Unneeded,23671,11634,Dave Jacoby,16504,12544,0.7600581677169171,Dem,0.5216917111003394,20% or more,FALSE,1098,0.9927140255009108,Uncontested
State Representative District 086,86,Rep,Outnumbered,23671,3680,Stephen Knoner,16504,3934,0.2383664566165778,Dem,0.5216917111003394,20% or more,FALSE,25,NA,No Candidates
State Representative District 086,86,No Party,Excluded,23671,8147,NA,16504,NA,NA,Dem,0.5216917111003394,20% or more,FALSE,NA,NA,NA
State Representative District 086,86,Lib,Excluded,23671,150,NA,16504,NA,NA,Dem,0.5216917111003394,20% or more,FALSE,0,NA,No Candidates
State Representative District 086,86,Other,Excluded,23671,60,NA,16504,NA,NA,Dem,0.5216917111003394,20% or more,FALSE,NA,NA,NA
State Representative District 087,87,Dem,Outnumbered,21466,5859,Thomas O'Donnell,14287,5655,0.3958143767060964,Rep,0.1796038356547911,15-20%,FALSE,29,NA,No Candidates
State Representative District 087,87,Rep,Unneeded,21466,8470,Jeff Shipley,14287,8221,0.5754182123608875,Rep,0.1796038356547911,15-20%,FALSE,1828,0.9562363238512035,Uncontested
State Representative District 087,87,No Party,Excluded,21466,6927,NA,14287,NA,NA,Rep,0.1796038356547911,15-20%,FALSE,NA,NA,NA
State Representative District 087,87,Lib,Excluded,21466,157,NA,14287,NA,NA,Rep,0.1796038356547911,15-20%,FALSE,3,NA,No Candidates
State Representative District 087,87,Other,Excluded,21466,53,NA,14287,NA,NA,Rep,0.1796038356547911,15-20%,FALSE,NA,NA,NA
State Representative District 088,88,Dem,Outnumbered,21223,3936,NA,12475,NA,NA,Rep,0.9544689378757516,Uncontested,FALSE,16,NA,No Candidates
State Representative District 088,88,Rep,Unneeded,21223,10520,Helena Hayes,12475,12191,0.9772344689378758,Rep,0.9544689378757516,Uncontested,FALSE,1822,0.969264544456641,Uncontested
State Representative District 088,88,No Party,Excluded,21223,6567,NA,12475,NA,NA,Rep,0.9544689378757516,Uncontested,FALSE,NA,NA,NA
State Representative District 088,88,Lib,Excluded,21223,173,NA,12475,NA,NA,Rep,0.9544689378757516,Uncontested,FALSE,2,NA,No Candidates
State Representative District 088,88,Other,Excluded,21223,27,NA,12475,NA,NA,Rep,0.9544689378757516,Uncontested,FALSE,NA,NA,NA
State Representative District 089,89,Dem,Meaningful (Primary),23334,12319,Elinor A. Levin,12100,11945,0.9871900826446282,Dem,0.9743801652892563,Uncontested,FALSE,1391,0.8260244428468727,20% or more
State Representative District 089,89,Rep,Outnumbered,23334,2873,NA,12100,NA,NA,Dem,0.9743801652892563,Uncontested,FALSE,14,NA,No Candidates
State Representative District 089,89,No Party,Excluded,23334,7864,NA,12100,NA,NA,Dem,0.9743801652892563,Uncontested,FALSE,NA,NA,NA
State Representative District 089,89,Lib,Excluded,23334,180,NA,12100,NA,NA,Dem,0.9743801652892563,Uncontested,FALSE,2,NA,No Candidates
State Representative District 089,89,Other,Excluded,23334,98,NA,12100,NA,NA,Dem,0.9743801652892563,Uncontested,FALSE,NA,NA,NA
State Representative District 090,90,Dem,Unneeded,24839,14052,Adam Zabner,14696,14477,0.9850979858464889,Dem,0.9701959716929778,Uncontested,FALSE,1902,0.9831756046267088,Uncontested
State Representative District 090,90,Rep,Outnumbered,24839,3346,NA,14696,NA,NA,Dem,0.9701959716929778,Uncontested,FALSE,16,NA,No Candidates
State Representative District 090,90,No Party,Excluded,24839,7209,NA,14696,NA,NA,Dem,0.9701959716929778,Uncontested,FALSE,NA,NA,NA
State Representative District 090,90,Lib,Excluded,24839,162,NA,14696,NA,NA,Dem,0.9701959716929778,Uncontested,FALSE,3,NA,No Candidates
State Representative District 090,90,Other,Excluded,24839,70,NA,14696,NA,NA,Dem,0.9701959716929778,Uncontested,FALSE,NA,NA,NA
State Representative District 091,91,Dem,Meaningful (General),25502,6751,Jay Gorsh,19424,8762,0.45109143327841844,Rep,0.09699341021416802,5-10%,TRUE,543,0.9852670349907919,Uncontested
State Representative District 091,91,Rep,Meaningful (General),25502,9200,Judd Lawler,19424,10646,0.5480848434925865,Rep,0.09699341021416802,5-10%,TRUE,1820,0.5813186813186813,20% or more
State Representative District 091,91,No Party,None-of-the-Above,25502,9337,NA,19424,NA,NA,Rep,0.09699341021416802,5-10%,TRUE,NA,NA,NA
State Representative District 091,91,Lib,None-of-the-Above,25502,182,NA,19424,NA,NA,Rep,0.09699341021416802,5-10%,TRUE,3,NA,No Candidates
State Representative District 091,91,Other,None-of-the-Above,25502,32,NA,19424,NA,NA,Rep,0.09699341021416802,5-10%,TRUE,NA,NA,NA
State Representative District 092,92,Dem,Outnumbered,21506,5607,Anna Banowsky,15489,6073,0.39208470527471107,Rep,0.2141519788236813,20% or more,FALSE,523,0.9885277246653921,Uncontested
State Representative District 092,92,Rep,Unneeded,21506,8372,Heather Hora,15489,9390,0.6062366840983924,Rep,0.2141519788236813,20% or more,FALSE,810,0.9654320987654321,Uncontested
State Representative District 092,92,No Party,Excluded,21506,7340,NA,15489,NA,NA,Rep,0.2141519788236813,20% or more,FALSE,NA,NA,NA
State Representative District 092,92,Lib,Excluded,21506,150,NA,15489,NA,NA,Rep,0.2141519788236813,20% or more,FALSE,3,NA,No Candidates
State Representative District 092,92,Other,Excluded,21506,37,NA,15489,NA,NA,Rep,0.2141519788236813,20% or more,FALSE,NA,NA,NA
State Representative District 093,93,Dem,Outnumbered,26540,6760,Mindy Smith-Pace,19335,7681,0.3972588569950866,Rep,0.20424101370571507,20% or more,FALSE,537,0.9851024208566108,Uncontested
State Representative District 093,93,Rep,Unneeded,26540,9448,Gary Mohr,19335,11630,0.6014998707008017,Rep,0.20424101370571507,20% or more,FALSE,1272,0.9716981132075471,Uncontested
State Representative District 093,93,No Party,Excluded,26540,10112,NA,19335,NA,NA,Rep,0.20424101370571507,20% or more,FALSE,NA,NA,NA
State Representative District 093,93,Lib,Excluded,26540,186,NA,19335,NA,NA,Rep,0.20424101370571507,20% or more,FALSE,2,NA,No Candidates
State Representative District 093,93,Other,Excluded,26540,34,NA,19335,NA,NA,Rep,0.20424101370571507,20% or more,FALSE,NA,NA,NA
State Representative District 094,94,Dem,Outnumbered,24823,6889,Tracy J. Jones,17643,7465,0.4231139828827297,Rep,0.15224168225358492,15-20%,FALSE,483,0.9958592132505175,Uncontested
State Representative District 094,94,Rep,Unneeded,24823,8141,Mike Vondran,17643,10151,0.5753556651363146,Rep,0.15224168225358492,15-20%,FALSE,1145,0.9563318777292575,Uncontested
State Representative District 094,94,No Party,Excluded,24823,9555,NA,17643,NA,NA,Rep,0.15224168225358492,15-20%,FALSE,NA,NA,NA
State Representative District 094,94,Lib,Excluded,24823,189,NA,17643,NA,NA,Rep,0.15224168225358492,15-20%,FALSE,3,NA,No Candidates
State Representative District 094,94,Other,Excluded,24823,49,NA,17643,NA,NA,Rep,0.15224168225358492,15-20%,FALSE,NA,NA,NA
State Representative District 095,95,Dem,Outnumbered,23124,4875,Jeff Poulter,15841,4523,0.28552490373082506,Rep,0.42680386339246257,20% or more,FALSE,220,1,Uncontested
State Representative District 095,95,Rep,Unneeded,23124,9596,Taylor Collins,15841,11284,0.7123287671232876,Rep,0.42680386339246257,20% or more,FALSE,1208,0.9850993377483444,Uncontested
State Representative District 095,95,No Party,Excluded,23124,8473,NA,15841,NA,NA,Rep,0.42680386339246257,20% or more,FALSE,NA,NA,NA
State Representative District 095,95,Lib,Excluded,23124,154,NA,15841,NA,NA,Rep,0.42680386339246257,20% or more,FALSE,1,NA,No Candidates
State Representative District 095,95,Other,Excluded,23124,26,NA,15841,NA,NA,Rep,0.42680386339246257,20% or more,FALSE,NA,NA,NA
State Representative District 096,96,Dem,Outnumbered,21444,5860,Mandy Moody,13739,5649,0.4111652958730621,Rep,0.17628648373244044,15-20%,FALSE,252,1,Uncontested
State Representative District 096,96,Rep,Unneeded,21444,7044,Mark Cisneros,13739,8071,0.5874517796055025,Rep,0.17628648373244044,15-20%,FALSE,850,0.9811764705882353,Uncontested
State Representative District 096,96,No Party,Excluded,21444,8281,NA,13739,NA,NA,Rep,0.17628648373244044,15-20%,FALSE,NA,NA,NA
State Representative District 096,96,Lib,Excluded,21444,181,NA,13739,NA,NA,Rep,0.17628648373244044,15-20%,FALSE,0,NA,No Candidates
State Representative District 096,96,Other,Excluded,21444,78,NA,13739,NA,NA,Rep,0.17628648373244044,15-20%,FALSE,NA,NA,NA
State Representative District 097,97,Dem,Unneeded,22443,8481,Ken Croken,13199,7753,0.5873929843169937,Dem,0.176073944995833,15-20%,FALSE,574,0.9895470383275262,Uncontested
State Representative District 097,97,Rep,Outnumbered,22443,4586,Josue Rodriguez,13199,5429,0.4113190393211607,Dem,0.176073944995833,15-20%,FALSE,504,0.9563492063492063,Uncontested
State Representative District 097,97,No Party,Excluded,22443,9098,NA,13199,NA,NA,Dem,0.176073944995833,15-20%,FALSE,NA,NA,NA
State Representative District 097,97,Lib,Excluded,22443,220,NA,13199,NA,NA,Dem,0.176073944995833,15-20%,FALSE,2,NA,No Candidates
State Representative District 097,97,Other,Excluded,22443,58,NA,13199,NA,NA,Dem,0.176073944995833,15-20%,FALSE,NA,NA,NA
State Representative District 098,98,Dem,Meaningful (General),22558,7555,Monica Kurth,13154,6585,0.5006081800212863,Dem,0.0034210126197354307,Less than 5%,TRUE,362,0.9944751381215469,Uncontested
State Representative District 098,98,Rep,Meaningful (General),22558,5228,Nathan Ramker,13154,6540,0.49718716740155083,Dem,0.0034210126197354307,Less than 5%,TRUE,46,NA,No Candidates
State Representative District 098,98,No Party,None-of-the-Above,22558,9481,NA,13154,NA,NA,Dem,0.0034210126197354307,Less than 5%,TRUE,NA,NA,NA
State Representative District 098,98,Lib,None-of-the-Above,22558,220,NA,13154,NA,NA,Dem,0.0034210126197354307,Less than 5%,TRUE,4,NA,No Candidates
State Representative District 098,98,Other,None-of-the-Above,22558,74,NA,13154,NA,NA,Dem,0.0034210126197354307,Less than 5%,TRUE,NA,NA,NA
State Representative District 099,99,Dem,Outnumbered,22806,7790,Jim Beres,13955,6162,0.44156216409888926,Rep,0.11415263346470805,10-15%,FALSE,229,0.9737991266375545,Uncontested
State Representative District 099,99,Rep,Unneeded,22806,6412,Matthew Rinker,13955,7755,0.5557147975635973,Rep,0.11415263346470805,10-15%,FALSE,495,0.9676767676767677,Uncontested
State Representative District 099,99,No Party,Excluded,22806,8344,NA,13955,NA,NA,Rep,0.11415263346470805,10-15%,FALSE,NA,NA,NA
State Representative District 099,99,Lib,Excluded,22806,207,NA,13955,NA,NA,Rep,0.11415263346470805,10-15%,FALSE,3,NA,No Candidates
State Representative District 099,99,Other,Excluded,22806,53,NA,13955,NA,NA,Rep,0.11415263346470805,10-15%,FALSE,NA,NA,NA
State Representative District 100,100,Dem,Outnumbered,21773,6888,NA,14001,NA,NA,Rep,0.3554746089565031,20% or more,FALSE,39,NA,No Candidates
State Representative District 100,100,Rep,Unneeded,21773,6748,Martin L. Graber,14001,9466,0.6760945646739519,Rep,0.3554746089565031,20% or more,FALSE,1193,0.9731768650461023,Uncontested
State Representative District 100,100,No Party,Excluded,21773,7959,NA,14001,NA,NA,Rep,0.3554746089565031,20% or more,FALSE,NA,NA,NA
State Representative District 100,100,Lib,Excluded,21773,143,NA,14001,NA,NA,Rep,0.3554746089565031,20% or more,FALSE,3,NA,No Candidates
State Representative District 100,100,Other,Excluded,21773,35,NA,14001,NA,NA,Rep,0.3554746089565031,20% or more,FALSE,NA,NA,NA
